2025-11-13 10:57:17,New York,USA,40.7128,-74.0060,8.83,64.0,188.58,3.37
2025-11-13 10:57:18,Los Angeles,USA,34.0522,-118.2437,17.9,76.0,107.95,7.34
2025-11-13 10:57:19,Chicago,USA,41.8781,-87.6298,6.68,64.0,150.04,2.87
2025-11-13 10:57:20,Houston,USA,29.7604,-95.3698,19.71,88.0,98.99,2.48
2025-11-13 10:57:22,Phoenix,USA,33.4484,-112.0740,23.04,29.0,123.57,12.71
2025-11-13 10:57:23,London,UK,51.5074,-0.1278,13.97,87.0,115.02,9.12
2025-11-13 10:57:24,Manchester,UK,53.4808,-2.2426,12.06,88.0,100.4,0.64
2025-11-13 10:57:25,Birmingham,UK,52.4862,-1.8904,10.87,93.0,104.48,1.73
2025-11-13 10:57:26,Paris,France,48.8566,2.3522,12.09,83.0,112.44,6.76
2025-11-13 10:57:27,Lyon,France,45.7640,4.8357,14.31,82.0,114.74,3.04
2025-11-13 10:57:28,Berlin,Germany,52.5200,13.4050,7.9,84.0,153.62,6.21
2025-11-13 10:57:30,Munich,Germany,48.1351,11.5820,7.63,77.0,138.53,5.83
2025-11-13 10:57:31,Tokyo,Japan,35.6895,139.6917,13.21,58.0,118.15,4.04
2025-11-13 10:57:32,Osaka,Japan,34.6937,135.5023,16.94,63.0,148.95,6.7
2025-11-13 10:57:33,Seoul,South Korea,37.5665,126.9780,16.76,45.0,537.58,122.8
2025-11-13 10:57:34,Busan,South Korea,35.1796,129.0756,14.91,41.0,142.01,9.01
2025-11-13 10:57:36,Beijing,China,39.9042,116.4074,16.92,21.0,713.29,69.76
2025-11-13 10:57:37,Shanghai,China,31.2304,121.4737,20.95,43.0,628.1,43.66
2025-11-13 10:57:38,Delhi,India,28.7041,77.1025,18.06,59.0,461.54,80.54
2025-11-13 10:57:39,Mumbai,India,19.0760,72.8777,29.01,39.0,346.7,54.76
2025-11-13 10:57:40,Bangalore,India,12.9716,77.5946,25.11,71.0,312.66,18.47
2025-11-13 10:57:41,Sydney,Australia,-33.8688,151.2093,25.54,35.0,70.96,2.11
2025-11-13 10:57:43,Melbourne,Australia,-37.8136,144.9631,24.28,33.0,64.53,1.72
2025-11-13 10:57:44,Brisbane,Australia,-27.4698,153.0251,25.23,60.0,73.66,3.76
2025-11-13 10:57:45,Toronto,Canada,43.6511,-79.3470,5.45,77.0,114.25,0.5
2025-11-13 10:57:46,Vancouver,Canada,49.2827,-123.1207,10.21,96.0,181.47,4.6
2025-11-13 10:57:47,Montreal,Canada,45.5017,-73.5673,1.07,97.0,136.96,0.5
2025-11-13 10:57:48,Rio de Janeiro,Brazil,-22.9068,-43.1729,20.91,78.0,88.89,4.42
2025-11-13 10:57:50,Sao Paulo,Brazil,-23.5505,-46.6333,18.83,86.0,117.94,24.62
2025-11-13 10:57:51,Buenos Aires,Argentina,-34.6037,-58.3816,17.11,67.0,127.22,2.52
2025-11-13 10:57:52,Lima,Peru,-12.0464,-77.0428,16.21,88.0,70.01,4.91
2025-11-13 10:57:53,Cairo,Egypt,30.0444,31.2357,18.33,88.0,141.52,24.65
2025-11-13 10:57:54,Johannesburg,South Africa,-26.2041,28.0473,20.77,75.0,379.02,20.82
2025-11-13 10:57:56,Moscow,Russia,55.7558,37.6173,4.37,69.0,201.19,6.24
2025-11-13 10:57:57,Saint Petersburg,Russia,59.9311,30.3609,4.43,93.0,183.66,2.92
2025-11-13 10:57:58,Istanbul,Turkey,41.0082,28.9784,9.94,93.0,259.2,12.43
2025-11-13 10:58:00,Ankara,Turkey,39.9334,32.8597,3.04,97.0,454.61,27.68
2025-11-13 10:58:01,Dubai,UAE,25.2048,55.2708,27.01,41.0,265.84,69.92
2025-11-13 10:58:03,Abu Dhabi,UAE,24.4539,54.3773,26.55,61.0,167.29,114.67
2025-11-13 10:58:04,Chennai,India,13.0827,80.2707,26.96,92.0,267.0,51.38
2025-11-13 10:58:06,Pondicherry,India,11.9416,79.8083,29.21,74.0,291.48,55.06
2025-11-13 10:58:07,Kolkata,India,22.5726,88.3639,26.96,41.0,886.83,179.67
2025-11-13 10:58:08,Hyderabad,India,17.3850,78.4867,25.23,33.0,330.22,69.62
2025-11-13 10:58:10,Ahmedabad,India,23.0225,72.5714,25.12,38.0,638.47,88.91
2025-11-13 10:58:11,Jaipur,India,26.9124,75.7873,23.68,31.0,505.35,62.39
2025-11-13 10:58:12,Lucknow,India,26.8467,80.9462,22.05,49.0,590.89,87.68
2025-11-13 10:58:14,Nagpur,India,21.1458,79.0882,24.01,38.0,425.9,80.95
2025-11-13 10:58:15,Indore,India,22.7196,75.8577,25.09,36.0,337.96,62.54
2025-11-13 10:58:16,Bhubaneswar,India,20.2961,85.8245,25.95,47.0,326.33,93.78
2025-11-13 10:58:18,Kathmandu,Nepal,27.7172,85.3240,19.15,55.0,1192.37,191.0
2025-11-13 10:58:19,Thimphu,Bhutan,27.4728,89.6390,14.67,40.0,1000.48,154.88
2025-11-13 10:58:21,Colombo,Sri Lanka,6.9271,79.8612,31.14,67.0,298.46,6.79
2025-11-13 10:58:22,Malé,Maldives,4.1755,73.5093,29.97,66.0,87.05,4.78
2025-11-13 10:58:23,Yangon,Myanmar,16.8409,96.1735,32.1,66.0,276.14,22.27
2025-11-13 10:58:25,Bangkok,Thailand,13.7563,100.5018,32.18,65.0,240.37,7.58
2025-11-13 10:58:26,Hanoi,Vietnam,21.0278,105.8342,26.99,38.0,272.93,49.99
2025-11-13 10:58:28,Ho Chi Minh City,Vietnam,10.8231,106.6297,32.01,66.0,436.75,28.14
2025-11-13 10:58:29,Jakarta,Indonesia,-6.2088,106.8456,32.2,56.0,87.56,0.57
2025-11-13 10:58:31,Bali,Indonesia,-8.3405,115.0920,22.12,75.0,84.91,1.43
2025-11-13 10:58:32,Kuala Lumpur,Malaysia,3.1390,101.6869,30.22,61.0,226.74,6.57
2025-11-13 10:58:33,Singapore,Singapore,1.3521,103.8198,26.77,80.0,262.91,4.84
2025-11-13 10:58:35,Manila,Philippines,14.5995,120.9842,31.55,75.0,242.33,25.3
2025-11-13 10:58:36,Helsinki,Finland,60.1695,24.9354,9.1,98.0,166.89,2.7
2025-11-13 10:58:37,Oslo,Norway,59.9139,10.7522,8.09,90.0,109.02,0.5
2025-11-13 10:58:39,Stockholm,Sweden,59.3293,18.0686,10.82,90.0,149.98,4.04
2025-11-13 10:58:40,Copenhagen,Denmark,55.6761,12.5683,9.94,87.0,183.13,16.37
2025-11-13 10:58:42,Lisbon,Portugal,38.7169,-9.1390,16.12,86.0,87.58,4.12
2025-11-13 10:58:43,Barcelona,Spain,41.3851,2.1734,16.82,65.0,110.87,9.32
2025-11-13 10:58:44,Valencia,Spain,39.4699,-0.3763,15.33,86.0,140.56,14.38
2025-11-13 10:58:46,Athens,Greece,37.9838,23.7275,13.38,73.0,129.59,5.46
2025-11-13 10:58:47,Budapest,Hungary,47.4979,19.0402,4.5,95.0,347.39,39.16
2025-11-13 10:58:48,Warsaw,Poland,52.2297,21.0122,3.96,95.0,293.24,22.13
2025-11-13 10:58:50,Prague,Czech Republic,50.0755,14.4378,4.19,97.0,321.55,25.01
2025-11-13 10:58:51,Vienna,Austria,48.2082,16.3738,3.41,94.0,416.81,63.46
2025-11-13 10:58:53,Lagos,Nigeria,6.5244,3.3792,26.82,80.0,141.47,1.09
2025-11-13 10:58:54,Accra,Ghana,5.6037,-0.1870,25.33,87.0,139.48,1.81
2025-11-13 10:58:56,Nairobi,Kenya,-1.2921,36.8219,17.67,75.0,104.8,0.51
2025-11-13 10:58:57,Dar es Salaam,Tanzania,-6.7924,39.2083,26.31,79.0,88.65,1.34
2025-11-13 10:58:58,Casablanca,Morocco,33.5731,-7.5898,20.0,73.0,103.54,22.86
2025-11-13 10:59:00,Addis Ababa,Ethiopia,9.03,38.74,13.96,58.0,432.25,40.57
2025-11-13 10:59:01,Perth,Australia,-31.9505,115.8605,23.32,47.0,64.73,1.27
2025-11-13 10:59:03,Adelaide,Australia,-34.9285,138.6007,18.54,66.0,69.61,2.59
